id,genre,track_name,artist_name,valence,acousticness,danceability,instrumentalness,key,liveness,loudness,speechiness,tempo,energy
2L7plRhGDguuuM9J1u5R7x,edm,Need Your Heart (feat. Kai),Adventure Club,0.166,0.00512,0.41,5.23e-05,7,0.164,-4.281,0.0392,140.093,0.712
1OMNuknvmUz0MIoEDtS4I1,edm,Maya - (Original Mix),Jenaux,0.192,0.000409,0.57,0.604,8,0.0765,-2.601,0.0851,127.961,0.828
7JKEABG5rOKP3RPNQcavcS,edm,Fatality - Quintino Edit,Pep & Rash,0.56,0.00541,0.689,0.222,8,0.213,-3.55,0.0466,124.989,0.925
42prDRVUOkgzQsfSFL2mmL,edm,Forever,Pope,0.524,0.0749,0.705,2.92e-06,10,0.312,-4.966,0.0852,125.98,0.94
6uQ192yNyZ4W8yoaL0Sb9p,edm,Sugar High,Approaching Nirvana,0.468,0.0508,0.663,0.936,8,0.119,-10.318,0.0676,128.06,0.355
1DnqiDHSNV4QHogPiqvRYe,edm,Crunked Up,Benga,0.271,0.00848,0.815,0.46,1,0.155,-8.63,0.0989,139.983,0.603
15KHOhZTNh7bGogTgLNTZh,edm,Hit That Jive,Gramatik,0.686,0.0461,0.896,0.051,1,0.164,-6.099,0.0731,99.995,0.684
7yzXK13nRm2fDTCPi9RjAu,edm,Bouncer - Original Mix,Showtek,0.311,4.87e-05,0.479,0.144,6,0.0673,-4.077,0.0431,128.088,0.898
15Gqxo3SqVnwQjt6izOKAH,edm,Moar Ghosts n Stuff,deadmau5,0.301,0.000464,0.785,0.77,5,0.109,-9.625,0.125,128.038,0.475
4r8hRPbidDIoDPphxi78aY,edm,I Got U,Duke Dumont,0.42,0.00364,0.653,0.00651,0,0.089,-7.794,0.0366,120.82,0.756
4ZHNGs3LJODcWrU197iiwY,edm,Astral Projection,Minnesota,0.289,0.0494,0.42,0.00436,5,0.332,-6.968,0.542,164.973,0.896
2AMoQ7iQf2Bg9qbCHEjkdv,edm,Interlude,Attack Attack!,0.179,0.000242,0.545,6.63e-05,1,0.567,-4.967,0.0439,140.031,0.934
37hv4njU4sHxZAGCmBjd7f,electro,Helix,Justice,0.254,0.0132,0.66,0.598,7,0.0864,-5.602,0.0371,116.972,0.862
6DEeUrq2VhjAj6KOhZcsu3,electro,Me And You,NERO,0.236,8.53e-05,0.42,0.874,0,0.152,-3.745,0.0381,144.047,0.925
4ua0IepBEISCWwF8dTJvcU,electro,Ghosts 'n' Stuff,deadmau5,0.517,3.97e-05,0.617,0.0598,8,0.253,-6.941,0.122,127.996,0.617
6HFbq7cewJ7rPiffV0ciil,electro,A Sky Full of Stars,Coldplay,0.162,0.00617,0.545,0.00197,6,0.209,-6.474,0.0279,124.97,0.675
1bd8y2QQW7wLGaaoUMdJTu,electro,KissKiss,Hôtel Costes,0.811,0.00227,0.818,0.592,11,0.0705,-6.478,0.0493,123.002,0.846
3Ons6C3wXBMi8nYpLBMlVe,electro,Burnin' / Too Long,Daft Punk,0.35,0.000207,0.602,0.0476,10,0.686,-10.462,0.0946,127.016,0.793
26fwlVGkISUr5P91hAeTW8,electro,Body Language - Interpretation,Booka Shade,0.615,0.318,0.8,0.875,11,0.168,-10.078,0.0655,128.017,0.76
3Uf2bjapELrAhKFvb8WHDs,electro,Inspector Norse,Todd Terje,0.89,0.074,0.912,0.762,7,0.348,-7.018,0.0444,119.978,0.781
7pqibeYtZ1BzdVkTFdb6Dg,electro,Skip to the bip,Hôtel Costes,0.539,0.00548,0.682,0.618,7,0.111,-7.471,0.0317,95.013,0.977
285i9b1YU1kk902tJwKToQ,electro,Take Me - Radio Edit,Tiësto,0.562,0.00928,0.583,9.7e-06,0,0.114,-4.816,0.03,127.978,0.792
1kDqntrhTIOeFyuQAJfTs0,electro,Serenity,Popof,0.0611,0.689,0.602,0.923,6,0.103,-7.458,0.0475,127.007,0.874
2UKYMN7VnsQo40n0qCt6Sa,electro,Porcelain,Moby,0.332,0.0014,0.297,0.18,0,0.247,-7.926,0.0336,94.73,0.637
6MvTH94jL3GxlVFO5Ssk1L,electro,Papaoutai,Stromae,0.262,0.0311,0.715,0.0,10,0.0737,-6.582,0.0804,115.955,0.825
4ta97KyyCWLCQAAFtOWFpy,electro,Language,Porter Robinson,0.406,0.0168,0.737,0.0534,6,0.0682,-6.001,0.4,127.987,0.614
5kL3fvZKJ5Ua5pSqg2dkZv,electro,"Right Here, Right Now",Fatboy Slim,0.113,0.0136,0.56,0.521,4,0.672,-8.037,0.141,124.659,0.859
66e6O0B9GmSRNAnzB0Bm74,electro,Heartbeats,The Knife,0.447,0.0193,0.646,7.85e-05,8,0.113,-4.876,0.032,87.979,0.751
3GUjQm9uvRMTY0NNalR5Au,electro,Welcome To St. Tropez - DJ Antoine Vs. Mad Mark Radio Edit,DJ Antoine,0.762,0.00572,0.774,1.43e-06,0,0.341,-4.841,0.132,124.969,0.754
6vi0raG5wVvth39ytUWjFA,electro,Mango,Sascha Funke,0.422,0.000775,0.67,0.92,5,0.0863,-11.353,0.0586,125.003,0.55
2KxRauNqahX7034OR2oAG6,electro,Toy Story,David Guetta,0.359,0.0566,0.559,0.00175,1,0.26,-3.934,0.0595,130.012,0.904
7A2rlX8XdZ5lRc5dXXxuKm,electro,Nosferatu (Original Version),Parov Stelar,0.63,0.0128,0.85,0.901,6,0.128,-8.598,0.0368,128.003,0.743
5Muk08hnvAKtf0MDHqIq5j,electro,Hold On - Sub Focus Remix,Various Artists,0.0393,0.00601,0.377,0.00845,7,0.169,-4.758,0.0397,173.995,0.931
1qfYG2JrchEyJiqKnkE7YQ,electro,What You Know,Two Door Cinema Club,0.841,0.000665,0.55,7.74e-06,6,0.0921,-4.003,0.0407,139.048,0.753
0AC357XM98E9iRQ67MhVzi,electro,Unicorn Zombie Apocalypse - Original Mix,Borgore,0.186,0.00425,0.677,0.861,1,0.052,-2.946,0.0658,128.037,0.885
4IdiGMOzEYXOh2897XOV8i,electro,Touch It / Technologic,Daft Punk,0.233,0.00494,0.52,0.285,11,0.464,-12.67,0.158,121.78,0.545
2VGDntFPvgvqSiUf9ITEfW,electro,Someone Great,LCD Soundsystem,0.396,0.0418,0.722,0.00374,7,0.11,-5.903,0.0325,113.003,0.894
0qDOSuKfzm8dKrXAMVKe0J,electro,Rambo - Hardwell Edit,Deorro,0.0567,0.00287,0.667,0.252,7,0.621,-3.228,0.054,127.953,0.949
2r1UPlz2mx5zG4u2MNL6BS,electro,Buzzin',OVERWERK,0.369,0.00583,0.796,0.793,10,0.354,-4.726,0.0548,130.038,0.866
0XST3WZAHX3VUG6UxoqO2X,electro,Incredible - Original Mix,Carnage,0.0544,0.0312,0.382,0.91,1,0.078,-5.632,0.112,128.023,0.827
3xcv3R9LGJkprp0EOQvdNt,electro,Everyday - Netsky Remix,Rusko,0.102,0.000346,0.327,0.891,2,0.245,-4.981,0.0739,173.92,0.933
15ccEhr9NN3Blmdr0hQwj9,electro,Icarus,Madeon,0.143,0.000245,0.48,0.303,1,0.111,-2.267,0.0529,126.113,0.841
2c9lhIne48A8RH9fpEXFlj,electro,FML,deadmau5,0.101,0.00127,0.471,0.835,2,0.0744,-7.213,0.0589,128.022,0.845
28O4PwkH8bzARStxeL4pxL,electro,Sexy Bitch (feat. Akon),David Guetta,0.853,0.0744,0.815,0.000287,11,0.148,-4.99,0.0486,130.016,0.633
043bfUkTydw0xJ5JjOT91w,electro,Don't You Worry Child,Swedish House Mafia,0.338,0.0144,0.632,0.0021,2,0.118,-4.051,0.0463,129.007,0.88
7JIa42NScxNLiuLIDAdV5r,electro,Miami Showdown,Digitalism,0.143,0.00712,0.511,0.852,0,0.0862,-6.639,0.0419,94.962,0.851
4CKlQsRoWRQHK78FyxY9CJ,electro,Gypsie Doodle,Analogik,0.781,0.111,0.959,0.0517,1,0.563,-8.142,0.281,116.008,0.616
0IedgQjjJ8Ad4B3UDQ5Lyn,electro,Fragments of Time (feat. Todd Edwards),Daft Punk,0.961,0.041,0.807,0.115,0,0.104,-9.729,0.0433,130.118,0.51
1aJrVsHwcQMZ8TZ6mlvT5J,electro,A Real Hero,College,0.378,0.834,0.719,0.739,10,0.145,-9.226,0.0357,112.004,0.431
7Jwe4iWB1G6c7TE7fRedrm,electro,Animals - Radio Edit,Martin Garrix,0.0378,0.00118,0.589,0.338,1,0.071,-5.461,0.0353,128.041,0.923
67awxiNHNyjMXhVgsHuIrs,electro,Turn Down for What,DJ Snake,0.0815,0.00107,0.818,0.128,1,0.057,-4.1,0.156,100.014,0.799
0d28khcov6AiegSCpG5TuT,electro,Feel Good Inc.,Gorillaz,0.772,0.00836,0.818,0.00233,6,0.613,-6.679,0.177,138.559,0.705
1nO67wic65N413c11zKxM7,electro,Silhouettes - Original Radio Edit,Avicii,0.836,0.155,0.605,0.0562,5,0.121,-6.235,0.0545,128.074,0.8
1sVXthKdGAnoZoFGWmL1bg,electro,Cobra - Official Energy Anthem 2012,Hardwell,0.293,0.000279,0.684,0.646,9,0.348,-4.789,0.0765,128.0,0.923
766RKRQ1ZJjmdBQ9y54HKj,electro,Animals - Original Mix,Martin Garrix,0.0376,0.00138,0.674,0.699,1,0.383,-6.384,0.0386,128.012,0.866
4NWInbSwkbjIFmBylQ7PBl,electro,Sally´s Dance feat. Cleo Panther,Parov Stelar,0.616,0.0285,0.85,0.000725,4,0.233,-6.357,0.0403,123.019,0.682
6vkoFgpGHnQ9mwbZCY2yDh,electro,Glory of Nelly,Caravan Palace,0.533,0.223,0.637,0.402,1,0.114,-6.372,0.0298,90.008,0.831
3ZbmDl4M9O587VmD9IqyIj,electronic,The Alphabeat,Various Artists,0.147,0.0339,0.376,0.0965,5,0.688,-3.905,0.168,121.887,0.809
36awWH9vMYuxb3BzTyCjUz,electronic,True Love (feat. Native Cell),Montag,0.155,0.00135,0.222,0.0556,8,0.0611,-9.489,0.0671,79.355,0.698
1eDlHa7LUBh1dDSDCitBT3,electronic,Girl Like Me,Ladyhawke,0.905,3.43e-05,0.645,0.00229,11,0.493,-3.531,0.0366,124.975,0.909
5cNAXdmcLBckABGuNhxE37,electronic,Get Low,Dillon Francis,0.751,0.0271,0.67,0.723,11,0.596,-4.482,0.0871,101.015,0.933
3e9iivPr1NZ0ivSGgTdvn4,electronic,Atmosphere,Kaskade,0.393,0.0227,0.585,5.6e-06,3,0.0692,-4.604,0.0396,122.987,0.77
0bdbXNbIRClzywgD6UIPlw,electronic,Blind Faith,Chase & Status,0.418,0.00585,0.453,1.61e-06,9,0.213,-4.776,0.0541,140.05,0.85
0hO542doVbfGDAGQULMORT,electronic,Silent Shout,The Knife,0.388,0.107,0.601,0.89,2,0.123,-10.488,0.0394,128.559,0.701
2VtX9viww814jnWFERUhAS,electronic,Follow You Down,Zedd,0.576,0.00792,0.688,0.0117,9,0.365,-5.335,0.0451,128.009,0.694
4dh47Rb2MmLjjPVpvLQLG4,electronic,Crystal Caverns 1991,Lone,0.662,0.000388,0.608,0.864,1,0.0878,-5.019,0.0371,140.019,0.957
1iNeZGJsoC0D7ZyJTdIbDS,electronic,Technologic,Daft Punk,0.633,0.000369,0.812,1.09e-05,9,0.0991,-6.963,0.224,127.498,0.516
5VA4Ispp52EA1sOqzMz3Av,electronic,All I Want Is You (feat. J. Cole),Miguel,0.921,0.0728,0.776,6.25e-05,5,0.111,-5.696,0.0343,96.888,0.603
1AThxNSZQ52SPag5LykPWz,electronic,Hurricane,Chew Lips,0.506,0.000653,0.675,0.000716,10,0.713,-6.766,0.0404,114.968,0.872
0IYlWIpSsxobpYlFz38VbJ,electronic,Voodoo People,The Prodigy,0.348,0.00134,0.665,0.423,1,0.25,-8.143,0.0563,149.008,0.996
1ehPiY9lYnZAA9ogCnBf9G,electronic,Blue Cassette,Friendly Fires,0.538,0.000337,0.175,0.000217,6,0.207,-5.236,0.358,207.614,0.937
7n6ibfsRHhCb1Ccl9Fg2CZ,electronic,Scream & Shout,will.i.am,0.473,0.0589,0.79,6.55e-05,0,0.171,-7.443,0.0596,130.009,0.616
028hSLkHArNGP0EUmIOfLB,electronic,In the Same Room,Julia Holter,0.108,0.425,0.46,0.0612,0,0.0886,-10.309,0.0287,109.253,0.327
0fTFmyy8AwWHiRoDgTh80w,electronic,Vava Voom,Bassnectar,0.163,0.000401,0.537,9.43e-05,7,0.345,-1.23,0.0407,140.032,0.97
3rRbbcltq6Ld0G4wM5cLUD,electronic,In Da House,Various Artists,0.412,0.000632,0.759,0.421,5,0.0487,-4.722,0.171,128.002,0.787
0UB1ORB5L02Yb4PtXgLDj1,electronic,Alive,Empire of the Sun,0.432,0.103,0.522,1.25e-06,5,0.0685,-3.086,0.0362,119.952,0.885
7Cg3F9ZsZ2TYUnlza49NYh,electronic,Kong,Bonobo,0.674,0.173,0.542,0.942,6,0.315,-8.333,0.0277,94.031,0.749
6oLsXoOpnhrvFMtO7H9L1f,electronic,Vietnam,Crystal Castles,0.168,0.0125,0.571,0.864,1,0.383,-5.146,0.1,121.959,0.961
0RPNrbL7zGfUriGymkkj85,electronic,Love Has Gone,Netsky,0.241,0.000374,0.381,0.405,1,0.214,-4.307,0.0434,173.034,0.925
7mMaJKkvMKUB4KPtWjMQ8D,electronic,White Noise,Disclosure,0.831,0.00537,0.701,0.0011,10,0.402,-7.338,0.0546,120.002,0.884
7c9H1MeOIYxtuAzk0tw87k,electronic,Paradise Poltergeist,Steve Aoki,0.345,0.00722,0.661,0.863,2,0.638,-8.335,0.0819,127.988,0.918
3FtYbEfBqAlGO46NUDQSAt,electronic,Electric Feel,MGMT,0.561,0.0709,0.763,0.285,1,0.348,-3.713,0.0351,103.04,0.803
6ZEaDwf50SdJzHcVSQx0vL,electronic,Retrograde,James Blake,0.179,0.872,0.477,0.0754,7,0.141,-11.223,0.0349,77.513,0.255
1VWSVt3Q0nGbq2EHe2zJYJ,electronic,Pair of Dice (Radio Edit),Tiësto,0.209,0.000136,0.493,0.909,8,0.887,-4.37,0.0583,128.022,0.918
61fdvfO4VmZfkZe5I6lYAW,electronic,Say My Name (Radio Edit),Porter Robinson,0.14,0.000261,0.604,0.702,6,0.172,-5.447,0.0616,128.003,0.931
4cDzTh5UFJyUrVbBhvYpXM,electronic,Mountain,Gold Panda,0.104,0.116,0.11,0.0566,9,0.0552,-5.683,0.154,70.834,0.734
2jW9gFhsMc0KR8zvu7b7Bw,electronic,Gemini,Marek Hemmann,0.329,0.000371,0.791,0.693,8,0.138,-10.835,0.0973,128.013,0.674
6eMt3uzx0GCzWPgEawsyeu,electronic,It's All in Sound,Bullion,0.645,0.217,0.812,0.335,4,0.0792,-9.357,0.0931,159.109,0.621
0TZLD473Rb1gKbv3xsDx5A,electronic,"Watch Out For This (Bumaye) [feat. Busy Signal, The Flexican & FS Green]",Major Lazer,0.862,0.0202,0.828,9.61e-06,10,0.0625,-4.116,0.156,108.056,0.755
1CcS1yrulOFPXYk7NVKAm2,electronic,Flashback,Calvin Harris,0.158,0.00212,0.266,0.000991,9,0.0922,-5.646,0.05,127.986,0.95
2JGSZk5y65ZF79mtDz0o9r,electronic,Polish Girl,Neon Indian,0.448,0.00501,0.633,1.93e-05,9,0.134,-4.158,0.0369,111.98,0.884
5SMr5CYL7MBNHqbriV43vB,electronic,Further Out,Beat Connection,0.495,0.0134,0.54,0.0,1,0.0704,-7.114,0.0689,120.007,0.735
0XiHcuUEf1wmvmX1cOaVR9,electronic,Eyesdown,Bonobo,0.183,0.0442,0.758,0.493,4,0.11,-9.199,0.12,129.976,0.455
2tW2Kn1IGFFVfRVnQE2UaQ,electronic,In My Mind (feat. Georgi Kay) - Axwell Radio Edit,Ivan Gough,0.376,0.0435,0.51,3.14e-06,7,0.346,-4.514,0.0606,128.025,0.831
5WFq6kyeSI1LbwZ1nzMeTA,electronic,Hang It Up,The Ting Tings,0.812,0.0642,0.769,0.0021,6,0.137,-2.85,0.214,101.495,0.874
1CRVvwUopaV42bAEvoh194,emo,I've Got All This Ringing In My Ears And None On My Fingers,Fall Out Boy,0.4,0.0192,0.583,3.19e-05,11,0.614,-3.843,0.0387,101.989,0.922
5KCPpfk3qfw2Gd9DRMCq8Y,emo,I'd Do Anything,Simple Plan,0.563,0.00143,0.395,0.0,8,0.261,-6.86,0.133,169.088,0.917
5wO5HcABWFok5cvbqmP4QL,emo,Devil's Choir,Black Veil Brides,0.416,0.000133,0.279,0.000167,8,0.226,-4.969,0.0738,186.209,0.954
4hkZMpR9ptEQLqlIorFPeN,emo,Losing You,Dead by April,0.154,0.0134,0.272,0.0,2,0.321,-4.343,0.0961,120.057,0.903
5619Ojc6t9evEEs3B7Drhe,emo,Shake It,Metro Station,0.79,0.00221,0.618,3.09e-06,4,0.486,-3.836,0.0798,150.034,0.955
48O6kz322Dzu1R6Al5147q,emo,MakeDamnSure,Taking Back Sunday,0.432,0.00941,0.553,0.0,6,0.372,-5.608,0.0452,140.495,0.837
2tqnbJxbZ8lDQ2reacnjLz,emo,Call It Karma,Silverstein,0.242,7.66e-05,0.434,2.58e-05,9,0.263,-3.13,0.0514,170.022,0.883
0mmaX70fKuhgg0hDrfsS29,emo,A Beautiful Lie,Thirty Seconds To Mars,0.344,0.00291,0.479,0.293,9,0.171,-5.106,0.0921,159.949,0.929
4sPJgy0CksvmXp9jC0W4gv,emo,Anthem of Our Dying Day,Story Of The Year,0.357,0.0211,0.388,0.0,9,0.212,-6.33,0.0783,194.744,0.8
56sk7jBpZV0CD31G9hEU3b,emo,Animal I Have Become,Three Days Grace,0.506,0.000684,0.553,0.0,8,0.126,-3.668,0.0339,122.023,0.853
1o25vqLcw3JRHgLrGJ3DWY,emo,Pheurton Skeurto,Sunny Day Real Estate,0.344,0.807,0.54,0.804,2,0.1,-20.905,0.0344,128.447,0.12
3SnCyF5olk4zx7AOrU9WAz,emo,Children Surrender,Black Veil Brides,0.249,0.00152,0.486,0.0316,9,0.3,-3.882,0.0959,102.483,0.995
2NYzzOIupCB0F8zX4SG0RS,emo,Coming Clean,The Get Up Kids,0.611,0.000245,0.334,0.265,9,0.0953,-7.42,0.0631,100.605,0.946
0o9GnO1Tqy0TqxV0P5uzb9,emo,Going Under,Evanescence,0.483,0.00925,0.368,3.31e-05,11,0.164,-4.882,0.0531,175.088,0.859
5FbMKftNTXCKiBYSf0TQrs,emo,Na Na Na (Na Na Na Na Na Na Na Na Na) - Single Version,My Chemical Romance,0.725,0.000255,0.409,0.00345,8,0.369,-2.64,0.0468,165.986,0.977
65mxB9IWpmVo4qUjdGSxRB,emo,Girls & Boys,Good Charlotte,0.608,0.00212,0.663,0.0,3,0.358,-5.497,0.0331,135.342,0.72
0MNIzLEXKTcd5BvM0I2LiA,emo,Kill,Various Artists,0.457,0.000325,0.519,0.0,7,0.135,-5.444,0.0423,127.023,0.89
5K5PQmtcgeCIxzCkoVgEBP,emo,Space,Something Corporate,0.604,0.000393,0.568,1.9e-05,11,0.129,-4.57,0.0492,125.131,0.799
6XcLwcebkNhwn8kbXd76wX,emo,Boxcar,Jawbreaker,0.867,0.00439,0.324,0.36,7,0.125,-7.938,0.0698,152.166,0.953
7jwDuO7UZvWs77KNj9HbvF,emo,The Phoenix,Fall Out Boy,0.41,0.000539,0.562,1.57e-06,4,0.579,-2.991,0.072,138.063,0.964
1MaqkdFNIKPdpQGDzme5ss,emo,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,0.25,0.189,0.521,0.0,0,0.0962,-5.189,0.0331,127.976,0.702
1hWrl3T1kIH5b9zRHLfCOn,emo,What's My Age Again?,blink-182,0.433,0.0133,0.398,0.000218,6,0.0891,-7.373,0.0715,157.766,0.954
1YNyJzOsyd9UU3k12bgsGY,emo,What's It Feel Like to Be a Ghost?,Taking Back Sunday,0.629,0.0058,0.451,3.82e-05,11,0.194,-4.636,0.0302,148.492,0.875
1OoS1CSgFBRkKjB5g7KQDe,emo,Logan to Government Center,Brand New,0.477,0.00546,0.396,1.91e-05,8,0.105,-5.103,0.0769,174.932,0.835
76aadnUFFANRNDs6L3aqxw,emo,Through Glass,Stone Sour,0.434,0.0417,0.545,0.0,3,0.389,-4.618,0.036,105.754,0.753
1W7qU24wO2iFZTd9TRglr9,emo,Beautiful Remains,Black Veil Brides,0.268,0.000646,0.498,5.05e-05,9,0.299,-4.507,0.109,97.558,0.986
7JIuqL4ZqkpfGKQhYlrirs,emo,The Only Exception,Paramore,0.209,0.144,0.452,0.0,4,0.143,-6.607,0.0272,137.715,0.563
35xnCYrjXbuqhgl7E0rhck,emo,Stay Home,American Football,0.125,0.549,0.489,0.366,5,0.0992,-9.211,0.0295,119.895,0.761
1VA05nvzaZJAUr8jDigJCL,emo,Newport Living,Cute Is What We Aim For,0.482,0.197,0.545,0.0,0,0.2,-4.858,0.0884,165.013,0.67
2KA3lvDwQQiyvuJJvzifGL,emo,Nearly Witches (Ever Since We Met...),Panic! At The Disco,0.341,0.00669,0.6,0.0,8,0.166,-4.688,0.0885,121.965,0.614
7f3tPmsyBQc0sua0SAINlZ,emo,Back And To The Left,Texas Is The Reason,0.22,7.35e-05,0.23,0.0541,2,0.109,-3.84,0.0931,183.619,0.979
528rajP3OyhornDwrsQrt4,emo,Listening,The Used,0.408,0.000121,0.475,0.0,0,0.034,-5.064,0.0941,92.578,0.907
4o0NjemqhmsYLIMwlcosvW,emo,The Funeral,Band of Horses,0.127,0.0142,0.316,0.0,0,0.0928,-5.283,0.0422,122.507,0.769
2F9JloTNvfkIvwXJP0bZUO,emo,Feeling Sorry,Paramore,0.649,0.000109,0.395,0.000136,1,0.0938,-3.672,0.0604,195.862,0.928
7oK9VyNzrYvRFo7nQEYkWN,emo,Mr. Brightside,The Killers,0.232,0.00101,0.356,0.0,1,0.0953,-3.74,0.0808,148.017,0.924
2JGfAzStXQ1VEo6H4l6rSR,emo,Hit Or Miss,New Found Glory,0.602,0.000157,0.418,0.000155,4,0.236,-5.475,0.111,175.347,0.986
4xSVkbqCz1xaevkjP8xXL5,emo,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! At The Disco,0.653,0.227,0.427,0.0,4,0.376,-4.124,0.0474,116.98,0.737
6APYCYzwHpK0efq6ty0s6k,emo,Failure By Design,Brand New,0.789,0.0458,0.44,0.0,3,0.0856,-4.973,0.0527,177.999,0.813
7cQjIIjLOhbRVCXyIepF2U,emo,Summertime,My Chemical Romance,0.647,0.000252,0.6,0.0121,2,0.0932,-3.51,0.0332,130.031,0.799
0C71NJD4BhvPopTwI7a8KV,emo,Seven Years,Saosin,0.223,2.3e-05,0.239,2.38e-06,2,0.327,-4.535,0.0967,81.844,0.941
49nmsafpkJp2lDj9b4jkxh,emo,The Mighty Fall,Fall Out Boy,0.539,0.0612,0.511,0.0,4,0.203,-3.833,0.184,151.943,0.95
3xxc2WBLmsAo8m4s52Fvmn,emo,Dusk And Summer,Dashboard Confessional,0.0991,0.794,0.585,0.0,9,0.199,-9.031,0.029,144.039,0.269
2wEjPgOCEczmjlvq60LyQi,emo,Girls / Girls / Boys,Panic! At The Disco,0.965,0.00216,0.606,3.3e-06,11,0.24,-4.531,0.0349,144.998,0.924
2kMjk14RmYyYhhSbipoa9U,emo,The Sharpest Lives,My Chemical Romance,0.543,0.000111,0.513,0.000102,1,0.083,-3.427,0.0532,155.015,0.937
5sTVykpRs4eiZKn96bZogj,emo,The Feel Good Drag,Anberlin,0.501,0.0013,0.342,0.00671,5,0.201,-11.906,0.0568,188.6,0.677
74HsNf2R9s09gpib6m9nbz,emo,Do You Know Who You Are?,Texas Is The Reason,0.0347,0.979,0.384,0.907,7,0.0929,-7.916,0.0387,100.578,0.651
4tj6uekOEtNOqJJ8BpBP74,emo,Reinventing the Wheel to Run Myself Over,Fall Out Boy,0.689,0.000213,0.603,0.0,11,0.545,-4.191,0.0775,105.399,0.941
5rAnm7udqmbho816VKIIrB,emo,L.G. FUAD,Motion City Soundtrack,0.596,0.0424,0.592,0.0,1,0.105,-4.644,0.0322,139.947,0.592
6PbhSZ1kig3WI5lETIIra1,emo,Silver Bullet,Hawthorne Heights,0.735,0.00137,0.558,2.09e-06,11,0.0862,-6.1,0.0459,170.07,0.789
6SpLc7EXZIPpy0sVko0aoU,emo,Misery Business,Paramore,0.731,0.00272,0.517,9.26e-06,1,0.113,-3.677,0.0735,172.977,0.906
1Dq7TUIkdtsqJ65fxiIn6i,folk,Volunteers,Megafaun,0.617,0.186,0.602,0.0,0,0.122,-3.528,0.0365,118.026,0.746
4CwcvWeCi2rFcLPIJCOwXw,folk,Long Nights,Eddie Vedder,0.0956,0.683,0.461,0.00331,5,0.168,-13.052,0.0306,109.133,0.31
5szmwG86IFASvYrca21MEz,folk,Work Song,Hozier,0.296,0.74,0.484,1.4e-06,10,0.111,-10.732,0.0625,118.567,0.381
36vT3fiM2W5pDLk679bb2E,folk,Love Thine Enemy,Cass McCombs,0.711,0.61,0.605,0.766,2,0.19,-10.787,0.0275,123.935,0.712
7wlGbbKLs8agpG3SvoSLQy,folk,If It's The Beaches,The Avett Brothers,0.122,0.819,0.535,0.00507,5,0.0982,-11.565,0.0319,87.891,0.224
5C06WBrvAK5QRxLR8NBheU,folk,Dark Autumn Hour,Frontier Ruckus,0.764,0.692,0.47,0.000785,0,0.104,-9.179,0.0285,144.332,0.392
7IVZmy1CDi1SRMxD4h3mzX,folk,Vodka,Korpiklaani,0.267,6.17e-05,0.353,0.000371,7,0.926,-5.588,0.227,180.061,0.96
4VTL3c43S7AlKQrS3mWZEp,folk,Moni Mon Amie,Julia Holter,0.0333,0.727,0.367,0.608,5,0.0904,-14.587,0.0316,60.527,0.174
2dX60dP0pYSbXh9fttIPdd,folk,When We Fall In,Sean Hayes,0.331,0.795,0.595,4.14e-06,11,0.0848,-9.03,0.0548,112.508,0.265
6VA5AChKN7OM15ggRGkFNj,folk,Pretty Girl From Chile,The Avett Brothers,0.566,0.101,0.481,7.45e-05,6,0.113,-5.722,0.0434,141.613,0.655
0tC2f8TohAXYNh0xYP8RiU,folk,Nothing Else Matters,Lissie,0.198,0.0145,0.274,0.0115,7,0.0871,-5.166,0.0299,147.262,0.608
7m2VsHmjyXZegtndWPgxOw,folk,Wonderwall,Ryan Adams,0.301,0.828,0.321,0.00398,7,0.0873,-12.608,0.0352,157.04,0.22
4qoD4IJbbir3hsAu4IowiG,folk,Devil's Backbone,The Civil Wars,0.303,0.85,0.254,2.95e-05,4,0.234,-10.02,0.0379,170.214,0.349
4s9MBsOC7ntOehwpH0EJLL,folk,Your Bones,Of Monsters and Men,0.327,0.000429,0.393,1.16e-06,2,0.246,-6.16,0.052,116.547,0.725
1SG9UQp3AH2VgXs5BCsaVP,folk,Thousandfold,Eluveitie,0.389,0.0637,0.521,0.0858,7,0.166,-2.776,0.0756,124.994,0.988
0enEHSK95jVqrhn4xqbuoh,folk,July,Paula & Karol,0.178,0.355,0.323,1.22e-06,1,0.397,-7.97,0.0547,53.097,0.46
2fadnEiqViP0MARy8urqqm,folk,Out on the Shield,Said The Whale,0.541,0.0138,0.542,1.97e-05,3,0.0808,-4.839,0.134,157.989,0.927
2x0supcZhd6NEH1nem9DnR,folk,The Night They Drove Old Dixie Down - Remastered 2000,The Band,0.467,0.453,0.507,0.0,0,0.241,-8.786,0.0327,127.671,0.493
1UzofFX5AkfTDnwjcBkM4J,folk,Whiskey in the Jar,The Dubliners,0.661,0.795,0.551,0.148,0,0.309,-5.238,0.0467,108.145,0.834
264bH2jUIFmlclwJfpmEk9,folk,A Heart Arcane,Horse Feathers,0.485,0.923,0.636,0.000207,5,0.207,-15.782,0.0355,116.854,0.126
6huBlczxoCRWAix2h7bc38,folk,All My Cities,The Ruffled Feathers,0.121,0.124,0.43,8.19e-05,0,0.178,-8.68,0.0294,127.81,0.482
